ticker;date;ALTMAN_Z_SCORE;BB_1YR_DEFAULT_PROB;BEST_ANALYST_RATING;BEST_DPS;BEST_EV;BEST_NET_INCOME;BOOK_VAL_PER_SH;BS_ACCOUNTS_PAYABLE_AND_ACCRUALS;BS_CUR_ASSET_REPORT;BS_CUR_LIAB;BS_INVENTORIES;BS_LT_BORROW;BS_NET_FIX_ASSET;BS_SH_OUT;BS_ST_BORROW;BS_TOT_ASSET;CAPITAL_EXPEND;CASH_AND_MARKETABLE_SECURITIES;CASH_TO_TOT_ASSET;CF_CASH_FROM_OPER;CF_FREE_CASH_FLOW;CUR_MKT_CAP;CUR_RATIO;EARN_FOR_COMMON;EARN_YLD_HIST;EBIT;EBITDA;EBITDA_TO_NET_INTEREST;EQY_DPS;FCF_TO_TOTAL_DEBT;IS_EPS;IS_INTEREST_EXPENSE;IS_INT_EXPENSE;IS_OPER_INC;IS_OPER_INC_1;LT_DEBT_TO_TOT_ASSET;NET_DEBT;NET_INCOME;OTHER_CURRENT_LIABS_DETAILED;SALES_REV_TURN;SALES_TO_TOT_ASSET;ST_CAPITAL_LEASE_OBLIGATIONS;TOTAL_EQUITY;TOT_COMMON_EQY;TOT_DEBT_TO_EBITDA;TOT_DEBT_TO_TOT_ASSET;TRAIL_12M_NET_INC;TRAIL_12M_NET_SALES;px_last;WACC;WORKING_CAPITAL;RTG_SP_LT_LC_ISSUER_CREDIT;RTG_SP_OUTLOOK
SAN FP Equity;31/03/2019;;;;;;;;;9095;;;;;;;;;9095;;;;;;1137;;1409;1966;;;;0.91;;;1409;1409;;;1137;;8713;;;;;;;4427;36264;;;;;
SAN FP Equity;28/06/2019;2.2675;1.37E-06;4.074;;;1758;;;;;;;;;;;;;;;;94897.0274;;;3.7955;;;;;;;;;;;;;;;;;;;;;;;;75.91;;;AA;NEG
SAN FP Equity;30/06/2019;;;;;;;45.0097;5082;25384;19206;8423;22045;10711;1252.0199;4651;110545;;6963;6.0989;;;;1.3217;-87;;-297;262;;;;-0.07;;;-297;-297;19.9421;19733;-87;9473;8980;0.0812;;56518;56353;4.5148;24.1494;3578;36763;;6.3508;6178;;
SAN FP Equity;30/09/2019;;2.47E-06;4.276;;;1932;;;;;;;;;;;;;;;;106508.1783;;1766;2.9875;2132;2652;;;;1.41;;;2132;2132;;;1766;;9921;;;;;;;3070;36940;85.06;;;AA;NEG
SAN FP Equity;31/12/2019;3.9811;2.54E-06;4.3;;;1921.5;47.0026;15274;28936;20387;19184;21118;11017;1253.8461;4815;112736;;9427;8.362;;;112311.5684;1.4193;-10;2.5919;-119;391;;;;-0.01;;;-119;-119;18.7323;16506;-10;298;10017;0.0889;;59108;58934;4.9199;23.0033;2806;37631;89.62;6.3766;8549;AA;NEG
SAN SM Equity;31/12/1999;;0.000434378;4.2;;;;2.5824;;;;;19323.056;3229.6948;3999.6809;76112.5936;256402.7743;;36452.508;2.4286;;;41225.993;;364;3.3738;;;;0.0569;;0.091;;;525;525;7.5362;69954.5875;364;22725.2954;6146.2022;0.024;;16668.674;10328.5853;;41.5;1575.1;23328.002;10.3073;;;A+;
SAN SM Equity;31/03/2000;;0.00037262;4.222;;;;2.4256;;;;;8921.9707;6340.2988;4360.8579;88837.9531;269574.8125;;41445.9438;1.8339;;;41366.3904;;386.7;4.0518;;;;0.0605;;0.1155;;;864.2;864.2;3.3096;76133.0405;483.2;23845.2568;5966.2998;0.0221;;17625.0283;10577.7822;;43.6165;1690;23515.2019;10.2982;;;A+ *-;
SAN SM Equity;30/06/2000;;0.000482526;4.182;;;;3.0902;;;;;9151.6475;7087.8862;4805.7767;101130.7969;317233.0938;;48811.4097;1.9476;;;45382.7601;;439.3;4.2312;;;;0.0605;;0.1201;;;974.6;974.6;2.8848;84956.5151;551;27099.3159;8158.7031;0.0257;;22369.9258;14850.9097;;42.1671;1806.5;25809.9051;10.1331;6.4472;;A+ *-;
SAN SM Equity;29/09/2000;;0.000421537;4.071;;;;;;;;;;;;;;;;;;;56172.6621;;;3.9569;;;;;;;;;;;;;;;;;;;;;;;;11.4077;;;A+ *-;
SAN SM Equity;30/09/2000;;;;;;;4.1385;;;;;10866.3398;7263.0508;4923.5493;99459.2734;330313.0938;;49272.9141;2.6528;;;;;484.6;;;;;0.0605;;0.1247;;;812.6;812.6;3.2897;85160.8594;607.8;29007.1753;10875.2998;0.0329;;27781.9246;20375.8748;;40.6989;2006;31146.5049;;6.3837;;;
SAN SM Equity;29/12/2000;;0.000919956;3.941;;;;;;;;;;;;;;;;;;;51476.5553;;;4.6491;;;;;;;;;;;;;;;;;;;;;;;;10.454;;;A+ *-;
SAN SM Equity;31/12/2000;;;;;;;4.2297;;;;;10729.9404;7386.187;4924.0802;102176.8984;348871.9063;;45135.7617;2.3996;;;;;507.3;;;;;0.0688;;0.1256;;;389.8;389.8;3.0756;91774.208;617.3;37251.3984;9178.501;0.0263;;29159.2119;20827.4893;;39.2436;2259.3;34178.8037;;5.6768;;;
SAN SM Equity;30/03/2001;;0.001197245;3.72;;;;;;;;;;;;;;;;;;;47211.899;;;5.3237;;;;;;;;;;;;;;;;;;;;;;;;9.4912;;;A+;
SAN SM Equity;31/03/2001;;;;;;;3.9909;;;;;12107.2002;7379.6001;4974.8022;105236.2031;359087.4063;;58257.8018;2.6287;1062.4;;;;540;;;;;0.0688;;0.1348;;;684.1;684.1;3.3717;87065.4023;668.3;40316.8008;9836;0.0274;;29036.5002;19853.7004;;40.4701;2444.4;38048.5039;;5.0541;;;
SAN SM Equity;29/06/2001;;0.001156232;3.971;;;;;;;;;;;;;;;;;;;48808.4366;;;5.3832;;;;;;;;;;;;;;;;;;;;;;;;9.8121;;;A+;
SAN SM Equity;30/06/2001;;;;;;;4.2318;;;;;12806.5996;7385.7998;4974.8022;101722.8984;365703.1875;;51004.3984;2.2567;1672.2;;;;581.3;;;;;0.0688;;0.1431;;;241.1;241.1;3.5019;92117;713.7;39491.8008;8820.4004;0.0241;;29416.9006;21052.2004;;39.1359;2607.1;38710.2012;;5.2867;;;
SAN SM Equity;28/09/2001;;0.002278439;3.697;;;;;;;;;;;;;;;;;;;38412.04;;;6.8171;;;;;;;;;;;;;;;;;;;;;;;;7.7213;;;A+;
SAN SM Equity;30/09/2001;;;;;;;4.1983;;;;;12696.4004;7078.2002;4974.8022;93367.2969;344231.5938;;47868.4004;3.0827;927.9;;;;494.2;;;;;0.0688;;0.1229;;;721.5;721.5;3.6883;90524.6973;610.9;37321.1992;7791.7998;0.0226;;28783.4998;20885.8997;;40.2035;2610.2;35626.7012;;5.0166;;;
SAN SM Equity;31/12/2001;;0.0013325;3.382;;;;4.3269;;;;;12995.9902;6353.9302;5080.974;95538.8828;358116.1875;;52771.4883;2.7316;1394.1;;43844.5947;;370.5;5.7811;;;;0.0578;;0.0981;;;838.3;838.3;3.629;71061.6943;493.4;37795.0195;7523.2002;0.021;;30258.9453;21985.0098;;34.5791;2486.3;33971.4004;8.6292;4.6995;;A+;
SAN SM Equity;29/03/2002;;0.000969097;3.135;;;;;;;;;;;;;;;;;;;44729.8734;;;5.8908;;;;;;;;;;;;;;;;;;;;;;;;8.8034;;;A;
SAN SM Equity;31/03/2002;;;;;;;9.4624;;;;;13006.6;6951.4;5080.9747;48018.5;357215.7;;51035.7;2.7224;;;;;555.8;;;;;0.0689;;0.132;;;986.4;986.4;3.6411;50548.4;670.5;57902.6;7309.5;0.0205;;55204.9;48078.3;;28.4377;2488.5;31444.9004;;5.6385;;;
SAN SM Equity;28/06/2002;;0.001171717;3.6;;;;;;;;;;;;;;;;;;;38337.9588;;;7.2876;;;;;;;;;;;;;;;;;;;;;;;;7.3729;;;A;
SAN SM Equity;30/06/2002;;;;;;;8.9699;;;;;13227;6109.1;5199.8819;53521;408458.8;;44431.4;1.4335;;;;;527.2;;;;;578.6405;;;;;976.8;976.8;3.2383;22316.6;527.2;51276.3;7530;0.0184;;53034.6;46642.4;;16.3414;2302;30154.5;;5.8203;;;
SAN SM Equity;30/09/2002;;0.002710077;3.277;;;;9.1625;;;;;13105.1;5793.7;5199.8819;50211;404332.1;;44405.6;1.4182;;;24652.6426;;430.7;;;;;0.0688;;0.1009;;;647.6;647.6;3.2412;57420.3984;525.2;46835.3;6350.5;0.0157;;54023.7;47643.8;;25.1838;2216.3;28713.2002;4.741;4.9857;;A;
SAN SM Equity;31/12/2002;;0.003220439;3.175;;;;4.6046;;;;;12450.2305;4940.5591;5199.8818;82109.8281;324208.085;;45624.3574;1.9252;1597.8;;31185.3545;;430.7;;;;;0.0559;;0.1009;;;140.6;140.6;3.8402;68130.3613;525.4;31837.3301;6738.1001;0.0208;;29980.2002;23943.4902;;35.0869;2248.3;27928.1001;5.9973;4.8853;;A;
SAN SM Equity;31/03/2003;;0.004235532;3.073;;;;4.7228;;;;;12171.2998;5233.7969;5199.8818;87854;330538.5;;43577.8906;1.9977;1975.3;;27895.1566;;612.5;;;;;0.0715;;0.1174;;;196.3;196.3;3.6823;84657.71;612.5;34318.7813;5732.0981;0.0173;;31200.9971;24558.2002;;38.796;2190.3;26350.6982;5.3646;4.3359;;A;
SAN SM Equity;30/06/2003;;0.003123618;3.175;;;;3.7203;;;;;11710.7002;5072.5981;5199.8818;94317.6875;337333;;44126.2896;1.9619;1516.5;;36382.9136;;680.3;6.4351;;;;0.0715;;0.1311;;;881.8;881.8;3.4716;88501.9888;680.3;35014.2813;5856.998;0.0174;;25729.9907;19344.8906;;39.3167;2343.4;24677.6963;6.9969;4.3884;;A;
SAN SM Equity;30/09/2003;;0.001638386;3.529;;;;4.7488;;;;;11740.0996;5014.1001;5199.8818;109157.7031;345036;;46763.3984;2.9877;1286.7;;34713.9726;;637.2;7.0742;;;;0.0715;;0.1229;;;987.6;987.6;3.4026;96931.6035;637.2;33258.6992;5593.8999;0.0162;;30513.4998;24693.2996;;41.6464;2455.4;23921.0962;6.6759;3.9744;;A;
SAN SM Equity;31/12/2003;;0.000677684;3.622;;;;4.8202;;;;;36659.1914;4583.96;5197.1146;94583.4063;351780.4063;;45826.5801;2.5321;2332.5;;44775.3026;;680.9;5.4846;;;;0.0642;;0.1311;;;-81.6;-81.6;10.421;101764.4873;680.9;30711.5889;5465.6001;0.0155;;30490.6196;25051.0996;;41.9555;2610.9;22648.5962;8.6108;4.5414;;A;
SAN SM Equity;31/03/2004;;0.00070557;3.771;;;;4.0876;;;;;60288;5638;5199.882;57548;363419;;44012;2.551;;;42200.3651;;855.6;6.7756;;;;0.0761;;0.1652;;;1165.3;1165.3;16.5891;100990;855.6;51717;3383.1;0.0093;;23301;21255;;39.8994;2854;20299.598;8.1156;4.6883;;A+;
SAN SM Equity;30/06/2004;;0.000624294;3.727;;;;4.153;;;;;60416;5630;5199.882;64882;366269;;42481;1.6805;;;40674.4762;;1391;7.8881;;;;0.0761;;0.2675;;;1310;1310;16.495;108522;1391;46843;3665;0.01;;23588;21595;;41.2273;3564.7;18107.6;7.8222;4.7218;;A+;
SAN SM Equity;30/09/2004;;0.000872745;2.867;;;;4.2864;;;;;64144;5713;5199.882;63232;372803;;44289;1.9718;;;37479.6463;;1420;9.3797;;;;0.0761;;0.2731;;;1079;1079;17.2059;105432;1420;50667;3472;0.0093;;24347;22289;;40.1609;4347.5;15985.7001;7.2078;4.612;;A+;
SAN SM Equity;31/12/2004;;0.000260612;3.242;;;;5.0585;;;;;120397.618;8469.37;6803.3831;109284.718;664486.3;;88112.091;1.3245;;;57101.7305;;-60.73;8.075;;;;0.0772;;-0.0112;;;1076.525;1076.525;18.1189;181593.93;-60.73;115092.09;15518.007;0.0234;;36500.258;34414.942;;40.5887;3605.87;26038.107;8.3724;4.1918;;A+;
SAN SM Equity;31/03/2005;;0.001186924;3.581;;;;5.1425;;;;;138118;11141;6820.2298;100999;698581;;86228;1.4608;;;58727.8477;;1185.1;8.0809;;;;0.0852;;0.1742;;;1632;1632;19.7712;178761;1185.1;137377;4552.8;0.0065;;37356;35073;;37.9325;3935.37;27207.807;8.6108;4.2288;;A+;
SAN SM Equity;30/06/2005;;0.001033229;3.656;;;;5.4382;;;;;123236;12046;6820.2298;71774;729139;;56160;1.2897;;;59978.707;;1366;7.9353;;;;0.0852;;0.2003;;;1733;1733;16.9016;165401;1366;209008;4818;0.0066;;39552;37090;;30.3867;3910.37;28360.807;8.7942;5.4147;;A+;
SAN SM Equity;30/09/2005;;0.000521658;4.182;;;;5.6577;;;;;128422;10272;6820.2302;88374;779092;;59751;1.1818;;;68359.4648;;1327;7.1105;;;;0.0852;;0.1946;;;1769;1769;16.4835;187147;1327;227545;4954;0.0064;;41215;38587;;31.6905;3817.37;29842.807;10.023;5.0645;;A+;
SAN SM Equity;30/12/2005;;0.000665187;3.852;;;;;;;;;;;;;;;;;;;69735.4102;;;7.4954;;;;;;;;;;;;;;;;;;;;;;;;10.2248;;;A+;
SAN SM Equity;31/12/2005;;;;;;;5.8369;;;;;147281.688;9325.758;6814.9947;180253.368;809106.914;;103440.48;1.9882;;;;;2342.104;;;;;0.1262;;0.343;;;1913;1913;18.203;258897.27;2342.104;133179.879;5340;0.0066;;42626.699;39778.476;;44.7824;6220.204;19664.8;;4.3875;;;
SAN SM Equity;31/03/2006;;0.001302168;3.964;;;;5.9363;;;;;174589;12162;6819.9064;118569;814738;;58529;1.4838;;;75364.2773;;1493;7.3495;;;;0.098;;0.2192;;;2023;2023;21.4289;266594;1493;187588;5381;0.0066;;43429;40485;;39.9052;6528.104;20493;11.0501;5.096;;AA-;
SAN SM Equity;30/06/2006;;0.001034191;4.065;;;;5.985;;;;;170680;12272;6819.9064;91614;818096;;64403;1.9086;;;71424.0703;;1723;8.2575;;;;0.098;;0.2526;;;2294;2294;20.8631;230515;1723;220687;5711;0.007;;43715;40817;;36.0493;6885.104;21386;10.4724;4.8369;;AA-;
SAN SM Equity;29/09/2006;;0.00067449;4.188;;;;;;;;;;;;;;;;;;;77991.0759;;;8.061;;;;;;;;;;;;;;;;;;;;;;;;11.4353;;;AA-;
SAN SM Equity;30/09/2006;;;;;;;6.419;;;;;187067;12816;6819.9064;68056;798540;;56922;1.5357;;;;;1731;;;;;0.098;;0.2538;;;2327;2327;23.4261;236490;1731;188881;5864;0.0073;;46234;43777;;36.7436;7289.104;22296;;5.0298;;;
SAN SM Equity;29/12/2006;;0.000436037;4.207;;;;;;;;;;;;;;;;;;;88435.7509;;;7.025;;;;;;;;;;;;;;;;;;;;;;;;12.9667;;;AA-;
SAN SM Equity;31/12/2006;;;;;;;6.5841;;;;;218248.847;9736.449;6812.0742;73345.224;833872.715;;89883.949;1.6591;;;;;2648.947;;;;;0.1833;;0.3892;;;1814.199;1814.199;26.1729;248726.05;2648.947;163983.741;5894;0.0071;;47072.302;44851.559;;40.6069;7595.947;22850;;5.1319;;;
SAN SM Equity;30/03/2007;;0.000724804;4.241;;;;;;;;;;;;;;;;;;;83557.3997;;;7.8012;;;;;;;;;;;;;;;;;;;;;;;;12.2514;;;AA;
SAN SM Equity;31/03/2007;;;;;;;6.5177;;;;;241298;12687;6819.9064;73586;844240;;73058;1.7769;;;;;1802;;;;;0.1127;;0.2647;;;2543;2543;28.5817;283148;1802;170295;6216;0.0074;;46505;44450;;42.1925;7904.947;23685;;5.2724;;;
SAN SM Equity;29/06/2007;;0.000691264;4.345;;;;;;;;;;;;;;;;;;;85621.3175;;;8.0395;;;;;;;;;;;;;;;;;;;;;;;;12.554;;;AA;
SAN SM Equity;30/06/2007;;;;;;;6.7216;;;;;261773;13048;6820.2302;71428;885603;;52754;2.3019;;;;;2656;;;;;0.1127;;0.3894;;;2979;2979;29.5587;324363;2656;169614;6908;0.0078;;48811;45843;;42.5831;8837.947;24882;;5.6204;;;
SAN SM Equity;28/09/2007;;0.000782328;4.448;;;;;;;;;;;;;;;;;;;85246.0598;;;8.523;;;;;;;;;;;;;;;;;;;;;;;;12.499;;;AA;
SAN SM Equity;30/09/2007;;;;;;;6.7436;;;;;248629;13318;6820.2298;61375;911078;;51172;2.1227;;;;;2113;;;;;0.1127;;0.3098;;;2931;2931;27.2895;308509;2113;237691;6991;0.0077;;48325;45993;;39.4786;9219.947;26009;;5.7041;;;
SAN SM Equity;31/12/2007;;0.000527934;4.548;;;;8.0938;;;;;258997.466;8998.308;6819.9977;77434.333;912914.971;;91911.642;3.4026;;;92501.0436;;2488;8.7958;;;;0.2586;;0.3649;;;2667;2667;28.3704;306971.781;2488;163220.719;6998;0.0077;;57558.151;55199.882;;43.6934;9059;27113;13.5627;5.8888;;AA;
SAN SM Equity;31/03/2008;;0.001171099;4.613;;;;7.5759;;;;;265531;11300;6819.9064;102560;877034;;53850;2.3144;;;78929.2204;;2206;10.8144;;;;0.1127;;0.3235;;;2760;2760;30.276;357020;2206;150225;7029;0.008;;53980;51667;;46.8477;9463;27926;11.5728;5.5871;;AA;
SAN SM Equity;30/06/2008;;0.001425433;4.371;;;;7.8321;;;;;254852;11246;6820.2298;71749;918332;;76349;2.1337;;;72987.6388;;2524;12.2867;;;;;;0.3701;;;3004;3004;27.7516;290953;2524;193720;7496;0.0082;;55752;53417;;39.9966;9331;28514;10.7016;6.2052;;AA;
SAN SM Equity;30/09/2008;;0.001371515;4.147;;;;7.8885;;;;;274833;;6819.9064;131283;1000486;;132071;5.6279;;;65670.1121;;2205;13.2933;;;;0;;0.2821;;;2927;2927;27.4699;314312;2205;134026;8521;0.0085;;56436;53799;;44.6166;9423;30044;9.6287;5.2823;;AA;
SAN SM Equity;31/12/2008;;0.003736786;3.895;;;;6.8853;;;;;275276.54;7630.935;8363.7758;129877.37;1049631.55;;129801.622;4.3617;;;53959.9021;;1941.414;18.0286;;;;0.3741;;0.247;;;-675.018;-675.018;26.226;316832.314;1941.414;164246.698;44252.519;0.0422;;60001.492;57586.886;;42.5515;8876.414;67298.519;6.639;4.8853;;AA;
SAN SM Equity;31/03/2009;;0.004686809;3.75;;;;7.1444;;;;;268709;;8292.3596;142251;1115365;;100330;3.255;;;42327.5949;;2096;21.9072;;;;;;0.2431;;;3055;3055;24.0916;352431;2096;78221;9231;0.0083;;61864;59244;;40.5931;8766.414;69500.519;5.1047;4.1996;;AA;
SAN SM Equity;30/06/2009;;0.002773626;3.75;;;;7.7379;;;;;263142;;8291.9587;167560;1148460;;115261;4.0344;;;69811.987;;2423;12.3696;;;;0.2469;;0.2799;;;3634;3634;22.9126;350423;2423;89442;10137;0.0088;;66845;64162;;40.5486;8665.414;72141.519;8.4192;4.2749;;AA;
SAN SM Equity;30/09/2009;;0.00152222;4.05;;;;8.0749;;;;;251318;;8291.9587;142297;1082370;;79788;2.3389;;;89711.6655;;2221;9.5672;;;;0;;0.2545;;;3342;3342;23.2192;345032;2221;82862;10001;0.0092;;69585;66957;;39.2491;8681.414;73621.519;10.8191;4.3451;;AA;
SAN SM Equity;31/12/2009;;0.000805691;4.316;;;;8.3629;;;;;248767.774;7904.819;8210.8339;142064.587;1110529.458;;114726.02;3.1417;;;95042.9423;;2204;9.4399;;;;;;0.2634;;;3341;3341;22.4008;314799.79;2204;71280.016;9907;0.0089;0;73870.642;68666.584;;38.6776;8944;39276;11.3601;4.396;;AA;
SAN SM Equity;31/03/2010;;0.001269096;4.1;;;;8.365;;;;;245465;;8366.4033;138327;1142360;;110602;4.2363;;;80971.6495;;2215;11.3024;;;;;;0.2511;;;3559;3559;21.4875;309113;2215;77482;10257;0.009;;75632;69985;;36.741;9063;40302;9.6782;4.1794;;AA;
SAN SM Equity;30/06/2010;;0.001663797;4.19;;;;8.6398;;;;;247920;;8366.4033;139145;1220024;;126465;5.0045;;;71919.9407;;2230;12.4193;;;;;;0.2532;;;3578;3578;20.3209;302445;2230;76303;10609;0.0087;;78417;72284;;35.1559;8870;40774;8.5963;4.4831;;AA;
SAN SM Equity;30/09/2010;;0.001599148;3.952;;;;8.4728;;;;;240723;;8366.4033;94419;1235712;;147495;5.5986;;;76667.9734;;1635;10.8571;;;;;;0.1853;;;2936;2936;19.4805;225040;1635;128726;10558;0.0085;;76259;70887;;30.1474;8284;41331;9.1638;4.4996;;AA;
SAN SM Equity;31/12/2010;;0.001707362;3.841;;;;8.8586;;;;;223346.859;9831.811;8468.3761;140112.185;1217500.683;;157640.629;6.3889;;;66033.2798;;2101;12.5426;;;;;;0.2368;;;3507;3507;18.3447;251470.756;2101;70526.493;10609;0.0087;0;80914.458;75018.339;;33.6026;8181;42033;7.7976;4.1917;;AA;
SAN SM Equity;31/03/2011;;0.001989801;3.889;;;;8.5973;;;;;220702;;8581.3873;154937;1208563;;153396;7.1164;;;69142.736;;2108;11.8922;;;;;;0.2328;;;3836;3836;18.2615;267373;2108;68651;10847;0.009;;79753;73777;;34.8156;8074;42623;8.0573;4.3533;;AA- *-;
SAN SM Equity;30/06/2011;;0.002178445;3.738;;;;8.5688;;;;;228323;;8581.3873;160151;1231908;;150229;7.306;;;67209.9129;;2013;11.6777;;;;;;0.2231;;;3688;3688;18.5341;292546;2013;70694;11280;0.0092;;79663;73532;;35.9422;7857;43294;7.8321;4.2054;;AA- *-;
SAN SM Equity;30/09/2011;;0.003388592;3.293;;;;8.4631;;;;;223537;;8581.3873;158846;1250476;;148613;6.7214;;;52532.274;;1803;15.201;;;;;;0.1997;;;3210;3210;17.8762;294976;1803;68336;11110;0.0089;;78289;72625;;35.4736;8025;43846;6.1217;3.6439;;AA- *-;
SAN SM Equity;30/12/2011;;0.003805543;3.159;;;;;;;;;;;;;;;;;;;50289.7059;;;11.9013;;;;;;;;;;;;;;;;;;;;;;;;5.7735;;;AA- *-;
SAN SM Equity;31/12/2011;;;;;;;8.7092;;;;;220364;9995;8549.5626;91822;1251009;;148250;7.7157;;;;;47;;;;;;;0;;;2784;2784;17.6149;284093;1717;61768;10453;0.0084;0;80814;74460;;34.5595;7641;43690;;4.8659;;;
SAN SM Equity;30/03/2012;;0.003484476;3.349;;;;;;;;;;;;;;;;;;;52373.4448;;;10.8275;;;;;;;;;;;;;;;;;;;;;;;;5.6751;;;BBB;
SAN SM Equity;31/03/2012;;;;;;;8.2129;;;;;229839;;9228.6086;171031;1283349;;171756;8.7227;;;;;1604;;;;;;;0.1672;;;3018;3018;17.9093;229114;1604;58649;11218;0.0087;;84155;75794;;31.2362;7137;44061;;3.4844;;;
SAN SM Equity;29/06/2012;;0.003686037;3.25;;;;;;;;;;;;;;;;;;;49260.6958;;;10.4965;;;;;;;;;;;;;;;;;;;;;;;;5.1351;;;BBB;
SAN SM Equity;30/06/2012;;;;;;;7.4798;;;;;230973;;9592.7431;168484;1292052;;152309;6.7117;;;;;123;;;;;;;0.0098;;;2668;2668;17.8764;247148;123;57806;11003;0.0085;;79823;71752;;30.9165;5247;43784;;3.2054;;;
SAN SM Equity;28/09/2012;;0.002899434;3.049;;;;;;;;;;;;;;;;;;;57363.3185;;;5.9142;;;;;;;;;;;;;;;;;;;;;;;;5.6997;;;BBB;
SAN SM Equity;30/09/2012;;;;;;;7.2257;;;;;225237;;10064.2574;176684;1300006;;164626;7.383;;;;;122;;;;;;;0.0098;;;2576;2576;17.3258;237295;1264;62165;10630;0.0082;;82388;72721;;30.9169;4708;43304;;3.0242;;;
SAN SM Equity;31/12/2012;;0.002515142;2.868;;;;7.4778;;;;;224207;10315;9609.7579;102224;1269600;;192388;9.3327;;;62959.1961;;423;6.1975;;;;;;0.0393;;;2123;2123;17.6597;232540;1024;65723;10196;0.008;0;81275;71860;;33.4694;4015;43047;5.9997;3.6628;;BBB;
SAN SM Equity;29/03/2013;;0.003242038;2.789;;;;;;;;;;;;;;;;;;;55243.7743;;;6.0558;;;;;;;;;;;;;;;;;;;;;;;;5.1558;;;BBB;
SAN SM Equity;31/03/2013;;;;;;;6.8265;;;;;228863;;10714.8786;163564;1295794;;153786;6.1122;;;;;1205;;;;;0;;0.1141;;;2448;2448;17.662;238641;1205;59319;10657;0.0082;;85194;73145;;30.2847;3616;42486;;3.6084;;;
SAN SM Equity;28/06/2013;;0.003221931;2.889;;;;;;;;;;;;;;;;;;;52988.6621;;;5.4222;;;;;;;;;;;;;;;;;;;;;;;;4.8214;;;BBB;
SAN SM Equity;30/06/2013;;;;;;;6.4872;;;;;214714;;10990.7316;151957;1239415;;141956;6.5896;;;;;1050;;;;;0;;0.0964;;;2303;2303;17.3238;224715;1050;55884;10789;0.0087;;81990;71299;;29.5842;4543;42272;;3.5851;;;
SAN SM Equity;30/09/2013;;0.00197945;2.947;;;;6.3685;;;;;196736;;11277.5581;147024;1192181;;155405;7.3897;;;66863.2412;;1055;5.9007;;;;;;0.0984;;;2154;2154;16.5022;188355;1055;53532;9615;0.0081;;81639;71821;;28.8345;4334;41257;5.9289;4.065;;BBB;
SAN SM Equity;31/12/2013;;0.001507324;2.784;;;;6.1033;;;;;191616;9974;11522.9031;109397;1115763;;152067;6.9103;;;73735.2364;;864;6.0599;;;;;;0.0748;;;2104;2104;17.1735;190733;864;61276;9938;0.0089;0;79642;70328;;30.7234;4174;40999;6.399;4.8814;;BBB;
SAN SM Equity;31/03/2014;;0.001201232;2.744;;;;6.1576;;;;;202273;;11754.3558;143927;1168718;;134270;7.0506;;;80014.1474;;1303;5.6532;;;;0;;0.1111;;;2517;2517;17.3073;211930;1303;60197;10058;0.0086;;82522;72379;;29.6222;4272;40400;6.8072;4.0299;;BBB+;
SAN SM Equity;30/06/2014;;0.000981364;2.65;;;;6.278;;;;;210538;;11974.9155;145706;1188043;;138396;7.0601;;;89866.7584;;1453;5.4368;;;;0;;0.12;;;2902;2902;17.7214;217848;1453;64067;10445;0.0088;;85716;75178;;29.9858;4675;40056;7.5045;4.0742;;BBB+;
SAN SM Equity;30/09/2014;;0.001000402;2.61;;;;6.3441;;;;;212928;;12188.5191;155971;1241104;;144538;6.1621;;;91241.3592;;1605;5.9032;;;;0;;0.1288;;;3042;3042;17.1563;224361;1605;65994;10888;0.0088;;88022;77325;;29.7235;5225;41329;7.4858;3.4818;;BBB+;
SAN SM Equity;31/12/2014;;0.001232013;2.829;;;;6.3155;;;;;214021;16889;12794.8126;155369;1266296;;151141;5.4828;;;88040.5676;;1455;6.9553;;;;0;;0.1102;;;3309;3309;16.9013;259667;1455;68735;10976;0.0087;0;89714;80805;;32.4417;5816;42367;6.881;3.6082;;BBB+;
SAN SM Equity;31/03/2015;;0.001138784;3.103;;;;6.4296;;;;;228057;;14295.6638;188335;1369689;;135043;4.9457;;;98663.1315;;1717;7.0485;;;;0;;0.119;;;3404;3404;16.6503;281349;1717;71391;11344;0.0083;;102105;91915;;30.4005;6230;43653;6.9016;3.9338;;A-;
SAN SM Equity;30/06/2015;;0.001478214;3.056;;;;6.2859;;;;;220289;;14555.9915;184975;1339376;;127342;5.0742;;;89679.3879;;2544;8.785;;;;0.0484;;0.1748;;;3581;3581;16.4471;277922;2544;70511;11517;0.0086;;101952;91497;;30.2577;7321;44725;6.161;3.5585;;A-;
SAN SM Equity;30/09/2015;;0.002495027;3.243;;;;6.0676;;;;;216863;;14555.9915;191967;1320427;;123358;5.365;;;67918.1061;;1680;11.1472;;;;0;;0.1111;;;3401;3401;16.4237;285472;1680;63103;11223;0.0085;;98687;88320;;30.962;7396;45060;4.666;2.8998;;A-;
SAN SM Equity;31/12/2015;;0.002629717;3.351;;;;5.999;;;;;226160;19335;14675.8218;175373;1340260;;160281;5.8012;;;65792.4154;;2895;13.648;;;;0.0492;;0.2069;;;2832;2832;16.8743;278632;1460;65916;10812;0.0081;0;98753;88040;;32.7483;7401;44896;4.483;2.5702;;A-;
SAN SM Equity;31/03/2016;;0.00374505;3.385;;;;5.9498;;;;;221612;;14675.321;190182;1324200;;142501;5.5308;;;55919.2227;;1633;15.7738;;;;0.0484;;0.1082;;;3081;3081;16.7355;269293;1633;64411;10647;0.008;;98781;87315;;31.0976;7317;44199;3.8103;2.507;;A-;
