ticker;date;ALTMAN_Z_SCORE;BB_1YR_DEFAULT_PROB;BEST_ANALYST_RATING;BEST_DPS;BEST_EV;BEST_NET_INCOME;BOOK_VAL_PER_SH;BS_ACCOUNTS_PAYABLE_AND_ACCRUALS;BS_CUR_ASSET_REPORT;BS_CUR_LIAB;BS_INVENTORIES;BS_LT_BORROW;BS_NET_FIX_ASSET;BS_SH_OUT;BS_ST_BORROW;BS_TOT_ASSET;CAPITAL_EXPEND;CASH_AND_MARKETABLE_SECURITIES;CASH_TO_TOT_ASSET;CF_CASH_FROM_OPER;CF_FREE_CASH_FLOW;CUR_MKT_CAP;CUR_RATIO;EARN_FOR_COMMON;EARN_YLD_HIST;EBIT;EBITDA;EBITDA_TO_NET_INTEREST;EQY_DPS;FCF_TO_TOTAL_DEBT;IS_EPS;IS_INTEREST_EXPENSE;IS_INT_EXPENSE;IS_OPER_INC;IS_OPER_INC_1;LT_DEBT_TO_TOT_ASSET;NET_DEBT;NET_INCOME;OTHER_CURRENT_LIABS_DETAILED;SALES_REV_TURN;SALES_TO_TOT_ASSET;ST_CAPITAL_LEASE_OBLIGATIONS;TOTAL_EQUITY;TOT_COMMON_EQY;TOT_DEBT_TO_EBITDA;TOT_DEBT_TO_TOT_ASSET;TRAIL_12M_NET_INC;TRAIL_12M_NET_SALES;px_last;WACC;WORKING_CAPITAL;RTG_SP_LT_LC_ISSUER_CREDIT;RTG_SP_OUTLOOK
HEI GR Equity;31/12/2015;2.3879;0.000309088;4.091;;;;79.373;1568.7;4706.7;4866.9;1444.2;4825.8;9871.1;187.9165;1808.9;28374.4;-314;1350.5;4.7596;878;564;14210.2079;0.9671;138.1;5.6301;431.7;670.4;6.8759;;0.0963;0.7349;114.1;114.1;431.7;431.7;17.0076;5284.2;138.1;1448;3388.8;0.1194;4.5;15976.4;14915.5;2.7261;23.3827;874.1;13464.7;75.62;6.3381;-160.2;NR;
HEI GR Equity;31/03/2016;2.3087;0.000501941;4.121;;;;75.1974;1381.5;5437.1;5339.1;1408.7;5351.2;9601;187.916;2599.7;28526.7;-150.6;2087.1;7.1733;-261.6;-412.2;14064.1972;1.0184;-72;6.036;103;286;3.2987;;0.0976;-0.38;103.3;103.3;103;103;18.7586;5863.8;-72;1357.9;2831.8;0.0993;;15208.9;14130.8;3.256;27.8718;925.2;13461.2;74.843;6.1873;98;BBB-;
HEI GR Equity;30/06/2016;2.2081;0.000994028;3.848;;;;75.9557;1546;6182.5;5221.4;1393.6;6203.7;9664.8;187.916;2288.8;29439.4;-164.9;2598.4;8.8263;475.5;310.6;12776.4089;1.1841;318.3;7.0415;538.6;728.9;8.0631;;0.0962;1.69;105.2;105.2;538.6;538.6;21.0728;5894.1;318.3;1386.6;3575.3;0.1214;;15377.1;14273.3;3.4333;28.8474;863.8;13401.4;67.99;5.46;961.1;BBB-;
HEI GR Equity;30/09/2016;1.7804;0.000356532;3.688;;;;75.2014;2054.7;7807;8665.9;2010.8;7880.5;12491.9;198.4165;2669.1;36506.5;-221;1744.7;4.7112;541.7;320.7;16635.7927;0.9009;339.2;4.9698;587.6;858.4;8.1288;;0.0742;1.7739;122.2;122.2;587.6;587.6;21.5866;8804.9;339.2;3942.1;4520.4;0.1238;;16592.3;14921.2;4.1473;28.8979;723.6;14316.3;83.843;5.2006;-858.9;BBB-;
HEI GR Equity;30/12/2016;1.8386;0.000348362;3.276;;;;;;;;;;;;;;;;;;;17585.6101;;;3.8953;;;;;;;;;;;;;;;;;;;;;;;;88.63;;;BBB-;
HEI GR Equity;31/12/2016;;;;;;;80.9136;2375.1;6682.5;7002.4;2054.4;8492.7;13913.3;198.4165;2399;37119.7;-475.7;1991.7;5.3134;1118.4;642.7;;0.9543;71.5;;180.4;571.4;5.5692;;0.0791;0.3487;120.7;120.7;180.4;180.4;22.8792;8900;71.5;2150.5;4238.2;0.1142;9.9;17791.6;16054.6;4.4552;29.3421;657;15165.7;;5.0495;-319.9;;
HEI GR Equity;31/03/2017;1.8444;0.000173932;3.333;;;;80.873;2205.7;6858.2;7387.1;2070.4;8247.6;13893.2;198.4;3185.9;37233.4;-179.7;1845.5;4.9045;-485.4;-665.1;17404.8531;0.9284;-70.4;3.8902;62.2;338.1;4.5628;;0.0533;-0.35;91.9;91.9;62.2;62.2;22.1511;9588;-70.4;1995.5;3783.6;0.1016;;17842.5;16045.2;4.5793;30.7076;658.6;16117.5;87.719;5.1783;-528.9;BBB-;
HEI GR Equity;30/06/2017;1.9789;0.000114618;4.065;;;;74.3275;2273.3;6794.5;6475.7;1959.1;9404.9;13286.2;198.4165;2367.9;35781.5;-179.4;1654.9;4.5764;354;174.6;16846.3523;1.0492;357.9;4.137;613.7;894;12.1467;;0.0402;1.8;90;90;613.7;613.7;26.2843;10117.9;357.9;1834.5;4610.7;0.1289;;16296.6;14747.8;4.4227;32.9019;698.2;17152.9;84.904;5.3886;318.8;BBB-;
HEI GR Equity;29/09/2017;2.103;8.02E-05;4.344;;;;;;;;;;;;;;;;;;;17247.7488;;;4.9272;;;;;;;;;;;;;;;;;;;;;;;;86.927;;;BBB-;
HEI GR Equity;30/09/2017;;;;;;;74.24;2302.6;6631.9;5912.9;1930.5;9385.2;12985.6;198.416;1815;35097.7;-206.8;1561.9;4.4006;836.1;629.3;;1.1216;480.7;;719.9;994.3;12.3669;;0.0698;2.42;90.6;90.6;719.9;719.9;26.7402;9638.3;480.7;1795.3;4609.6;0.1313;;16251.3;14730.4;4.0032;31.9115;839.7;17242.1;;5.5454;719;;
HEI GR Equity;29/12/2017;2.1882;2.92E-05;4.323;;;;;;;;;;;;;;;;;;;17907.087;;;5.4134;;;;;;;;;;;;;;;;;;;;;;;;90.25;;;BBB-;
HEI GR Equity;31/12/2017;;;;;;;73.0438;2516.3;6692.7;6295.8;1880.7;8859.4;12813.8;198.4165;1860.6;34558;-453.2;2118.9;6.1016;1333.2;880;;1.063;149.5;;461;810.1;10.4935;;0.095;0.7535;89.5;89.5;461;461;25.6363;8601.1;149.5;1884.1;4262.2;0.1233;8.6;15987.4;14493.1;3.5304;31.0203;917.7;17266.1;;5.3256;396.9;;
HEI GR Equity;30/03/2018;2.0722;4.55E-05;4.344;;;;;;;;;;;;;;;;;;;15821.7299;;;6.4655;;;;;;;;;;;;;;;;;;;;;;;;79.74;;;BBB-;
HEI GR Equity;31/03/2018;;;;;;;70.7907;2270.7;6510.2;7028.6;1890.1;8518.4;12762.7;198.416;2904.8;34271.7;-190;1586.1;4.5971;-692.2;-882.2;;0.9262;-22.7;;74.6;343;5.0293;;0.0702;-0.11;80.2;80.2;74.6;74.6;24.8555;9837.1;-22.7;1853.1;3625.8;0.1058;0;15458.9;14046;3.7559;33.3313;965.4;17108.3;;4.8458;-518.4;;
HEI GR Equity;29/06/2018;2.0278;8.89E-05;4.452;;;;;;;;;;;;;;;;;;;14285.9863;;;7.3841;;;;;;;;;;;;;;;;;;;;;;;;72;;;BBB-;
HEI GR Equity;30/06/2018;;;;;;;73.5917;2594.1;6992;6778.6;1926.2;9249.8;12882.7;198.4165;2278.4;35288.3;-218.5;1586.6;4.4675;464.3;245.8;;1.0315;397.9;;707.4;998.2;15.0331;;0.0757;2.0054;78.5;78.5;707.4;707.4;26.2121;9941.6;397.9;1906.1;4805.8;0.1362;;15912.7;14601.8;3.6649;32.6686;1005.4;17303.4;;5.298;213.4;;
HEI GR Equity;28/09/2018;2.0724;9.04E-05;4.483;;;;;;;;;;;;;;;;;;;13309.7773;;;8.3879;;;;;;;;;;;;;;;;;;;;;;;;67.08;;;BBB-;
HEI GR Equity;30/09/2018;;;;;;;76.259;2576.3;7422.8;5969.5;1960.2;9981.4;12804.4;198.416;1377.4;35698.6;-188;1879.7;5.2375;720.3;532.3;;1.2435;539.4;;666.6;941.4;13.4294;;0.0683;2.72;81.5;81.5;666.6;666.6;27.9602;9479.1;539.4;2015.8;4943.3;0.1385;;16456.1;15131;3.6728;31.8186;1064.1;17637.1;;5.5687;1453.3;;
HEI GR Equity;31/12/2018;2.0112;0.000473447;4.467;;;;77.7642;2863.5;7491.5;6264.9;2034.8;9487.8;12961.6;198.4165;1333.6;35783.4;-440.1;2595.9;7.2265;1474.9;1034.8;10591.4715;1.1958;228.4;10.9296;543.1;837.7;12.5217;;0.086;1.1511;80.6;80.6;543.1;543.1;26.5145;8225.5;228.4;1991.9;4699.7;0.1313;8.7;16821.7;15429.7;3.4681;30.2414;1143;18074.6;53.38;5.8392;1226.6;BBB-;
HEI GR Equity;29/03/2019;;0.000218249;4.419;;;306;;;;;;;;;;;;;;;;12722.4645;;;9.2401;;;;;;;;;;;;;;;;;;;;;;;;64.12;;;BBB-;POS
HEI GR Equity;31/03/2019;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;60;;4238;;;;;;;1225.7;18686.8;;;;;
HEI GR Equity;28/06/2019;1.9583;0.000181609;4.344;;;451;;;;;;;;;;;;;;;;14123.2848;;;;;;;;;;;;;;;;;;;;;;;;;;;71.18;;;BBB-;POS
HEI GR Equity;30/06/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4973.6;;;;;;;;18854.6;;;;;
HEI GR Equity;30/09/2019;1.7198;0.000485598;4.226;;;;84.1943;2744.7;8159.6;7159.4;2143;9808.3;14462.3;198.416;2726.7;38533.8;-238.9;2746.5;7.1016;982.5;743.6;13123.2658;1.1397;540.1;;800.9;1145.8;16.4626;;;2.72;80.6;80.6;800.9;800.9;25.4538;9788.5;540.1;1688;5061.2;0.1313;;18185.5;16705.5;;32.5299;;18972.5;66.14;5.6886;1000.2;BBB-;POS
HEI GR Equity;31/12/2019;;7.34E-05;4.067;;;;;;;;;;;;;;;;;;;12889.1343;;;;;;;;;;;;;;;;;;;;;;;;;;;64.96;;;BBB-;POS
HEXAB SS Equity;31/12/1999;;0.000160397;;;;;0.8455;;184.0298;100.9299;85.5599;63.0216;109.2739;193.9774;15.8988;354.0203;;12.5465;3.2841;;;1989.683;1.8233;4.1077;6.5998;11.169;;;;;0.0212;2.173;2.173;11.169;11.169;17.8017;66.3739;4.1077;42.7729;144.2806;0.4128;;165.1465;164.0109;;22.2926;14.4703;530.1564;9.685;;83.0999;;
HEXAB SS Equity;31/03/2000;;8.61E-05;;;;;;;196.5107;98.3643;;96.5855;135.2826;193.9774;;369.4256;;11.8463;3.2067;0.9417;;2130.2182;1.9978;4.3201;5.7431;5.4737;11.1239;;;;0.0223;;;5.4737;5.4737;26.1448;84.7392;4.3201;98.3643;142.4094;0.3963;;;;;26.1448;13.9774;537.7544;10.369;;98.1464;;
HEXAB SS Equity;30/06/2000;;9.68E-05;;;;;;;247.9725;125.7866;;132.8454;147.9493;193.9774;;434.1034;;21.3308;4.9138;17.1426;;3432.4873;1.9714;13.5883;12.1645;6.7458;7.1085;;;;0.07;;;6.7458;6.7458;30.6022;111.5145;13.5883;125.7866;155.891;0.353;;;;;30.6022;24.835;558.715;8.857;6.7425;122.1859;;
HEXAB SS Equity;29/09/2000;;0.000212941;;;;;;;;;;;;;;;;;;;;3683.6449;;;12.6347;;;;;;;;;;;;;;;;;;;;;;;;9.505;;;;
HEXAB SS Equity;30/09/2000;;;;;;;;;243.9823;116.5436;;123.6777;146.3259;193.9774;;421.3834;;24.2231;5.7485;-3.7836;;;2.0935;5.5683;;4.6403;10.8392;;;;0.0287;;;4.6403;4.6403;29.3504;99.4546;5.5683;116.5436;140.7907;0.33;;;;;29.3504;27.3787;583.231;;6.8546;127.4387;;
HEXAB SS Equity;29/12/2000;;0.000300331;;;;;;;;;;;;;;;;;;;;3348.7681;;;12.587;;;;;;;;;;;;;;;;;;;;;;;;8.641;;;;
HEXAB SS Equity;31/12/2000;;;;;;;0.8894;;225.5558;105.5876;101.2738;85.2127;107.5615;193.9774;5.1684;389.3905;;21.8808;5.2039;16.3559;;;2.1362;0.5704;;1.0556;7.0668;;;;0.0029;0;0;1.0556;1.0556;21.8836;68.5003;0.5704;54.2592;164.477;0.41;;174.0148;172.5232;2.6266;23.2109;23.7825;603.8593;;6.4571;119.9682;;
HEXAB SS Equity;30/03/2001;3.5911;7.43E-05;;;;;;;;;;;;;;;;;;;;3627.8321;;;11.741;;;;;;;;;;;;;;;;;;;;;;;;9.361;;;;
HEXAB SS Equity;31/03/2001;;;;;;;0.9775;;226.915;85.5843;0;96.6285;128.4586;193.9774;0;373.3683;;19.2972;5.1684;-6.335;;;2.6514;3.9677;;4.6902;9.0136;;;;0.0205;0;0;4.6902;4.6902;25.8802;77.3313;3.9677;85.5843;125.0783;0.3299;;191.1555;189.6121;3.0249;25.8802;23.3357;585.625;;6.3768;141.3307;;
HEXAB SS Equity;29/06/2001;2.1028;6.12E-05;4;;;;;;;;;;;;;;;;;;;4130.1473;;;6.8256;;;;;;;;;;;;;;;;;;;;;;;;10.657;;;;
HEXAB SS Equity;30/06/2001;;;;;;;;;373.5992;184.2481;168.2879;256.5577;141.6876;193.9774;20.7374;683.3576;;30.6175;4.4805;17.4343;;;2.0277;5.1535;;9.3202;11.1952;;;;0.0266;0;0;9.3202;9.3202;37.5437;246.6775;5.1535;85.5554;178.5093;0.2587;;;;7.6205;40.5783;15.3199;610.1124;;6.2862;189.3511;;
HEXAB SS Equity;28/09/2001;2.0947;0.002069275;5;;;;;;;;;;;;;;;;;;;3251.0957;;;6.4039;;;;;;;;;;;;;;;;;;;;;;;;8.389;;;;
HEXAB SS Equity;30/09/2001;;;;;;;;;362.9115;168.1534;157.8814;270.5657;138.7754;193.9774;18.0788;656.4866;;42.1154;6.4153;-14.8841;;;2.1582;0.9568;;3.9337;5.1031;;;;0.0049;0;0;3.9337;3.9337;41.2142;246.5292;0.9568;85.4634;168.1906;0.2475;;;;9.6217;43.9681;10.7056;637.3428;;5.8785;194.758;;
HEXAB SS Equity;31/12/2001;2.5325;0.002014573;4;;;;;;364.2755;176.9277;156.1948;279.0881;147.8157;193.9797;12.6761;696.8609;;49.2003;7.0603;31.9816;;3683.6449;2.0589;5.4886;7.8385;12.666;;;;;0.0283;0;0;12.666;12.666;40.0493;242.5639;5.4886;84.9726;197.2728;0.2881;;;;;41.8684;15.5417;671.0302;9.505;5.8511;187.3478;;
HEXAB SS Equity;29/03/2002;2.5877;0.000834689;4;;;;;;;;;;;;;;;;;;;4799.9009;;;5.7095;;;;;;;;;;;;;;;;;;;;;;;;12.385;;;;
HEXAB SS Equity;31/03/2002;;;;;;;;;347.9215;169.9744;160.1192;278.16;149.1567;193.9774;9.4123;682.4444;;24.029;3.521;-4.4752;;;2.0469;3.602;;8.732;16.3725;;0;;0.0186;;;8.732;8.732;40.7594;263.5434;3.602;82.7172;184.3547;0.2741;;;;;42.1386;15.179;728.591;;6.0633;177.9471;;
HEXAB SS Equity;28/06/2002;2.837;0.00037025;4;;;;;;;;;;;;;;;;;;;5895.2269;;;5.6755;;;;;;;;;;;;;;;;;;;;;;;;13.226;;;;
HEXAB SS Equity;30/06/2002;;;;;;;;;359.2615;179.5757;158.4362;215.5789;146.4351;223.0963;11.6708;681.1985;;29.0668;4.267;12.8849;;;2.0006;6.2241;;12.9941;14.9596;;;;0.031;;;12.9941;12.9941;31.647;198.1828;6.2241;88.852;195.2393;0.289;;;;;33.3603;16.2383;745.027;;6.2338;179.6858;;
HEXAB SS Equity;30/09/2002;2.6321;0.000501064;4.333;;;;;;340.4706;175.9625;158.0717;222.1077;171.3807;223.0963;17.2363;680.5048;;16.5817;2.4367;8.5566;;4360.3749;1.9349;2.2745;8.2642;6.9319;15.5968;;;;0.0102;;;6.9319;6.9319;32.6387;222.7622;2.2745;86.3995;172.1063;0.2547;;;;;35.1715;17.6103;749.2475;9.782;5.0879;164.5081;;
HEXAB SS Equity;31/12/2002;3.0802;0.00054207;4.5;;;;1.0789;;342.0793;176.6349;158.5326;216.7892;172.6853;223.0963;16.8955;682.1838;;15.4693;2.2676;13.3066;;4813.8539;1.9366;8.3578;8.4272;15.726;29.0325;;0.0419;;0.0398;;;15.726;15.726;31.7787;218.2154;8.3578;78.6629;212.3553;0.3106;;244.6558;240.7062;3.0647;34.2554;20.4123;763.7696;10.8;5.9309;165.4444;;
HEXAB SS Equity;31/03/2003;2.7805;0.000663649;4.667;;;;1.0884;;351.7729;177.4027;158.0162;213.5764;166.8972;223.0963;14.0796;680.4769;;17.437;2.5625;6.4257;;4639.4389;1.9829;4.9009;9.1146;9.9108;18.4057;;0;;0.022;;;9.9108;9.9108;31.3863;210.2189;4.9009;91.7339;201.1559;0.294;;247.4757;242.8186;2.944;33.4554;21.7104;780.5941;10.409;5.876;174.3702;;
HEXAB SS Equity;30/06/2003;3.0873;0.000269328;4.25;;;;1.067;;347.2705;167.2164;159.9272;212.3659;162.6471;223.0963;14.5784;663.6435;;13.1641;1.9836;6.0164;;6156.8494;2.0768;6.454;6.6989;11.4859;19.909;;0;;0.0289;;;11.4859;11.4859;32;213.7802;6.454;84.2066;199.6366;0.2992;;242.8282;238.0413;2.7484;34.1967;21.9384;784.9811;13.813;6.0635;180.0541;;
HEXAB SS Equity;30/09/2003;3.1935;0.000127616;3.5;;;;;;341.3274;154.9781;157.0769;208.6626;156.0827;223.0963;14.9124;655.8125;;25.8481;3.9414;16.8062;;6296.3814;2.2024;3.1648;6.7148;6.4387;14.7327;;0;;0.0142;;;6.4387;6.4387;31.8174;197.7269;3.1648;78.3175;175.1551;0.2703;;;;2.6987;34.0913;22.8549;788.2217;14.126;6.1765;186.3493;;
HEXAB SS Equity;31/12/2003;3.6139;2.89E-05;3.4;;;;1.1235;;337.5742;160.1823;153.3425;190.9611;155.4386;223.0963;12.466;653.7466;;24.1597;3.6956;19.975;;6837.0679;2.1074;9.7656;6.4378;14.4264;22.6384;;0.0423;;0.0438;;;14.4264;14.4264;29.2103;179.2673;9.7656;80.2014;202.6356;0.3081;;255.8283;250.6433;2.6725;31.1171;24.2231;778.537;15.339;6.6749;177.3919;;
HEXAB SS Equity;31/03/2004;2.7709;1.14E-05;3.8;;;;;;340.9746;165.4223;157.9864;297.0057;153.2446;223.102;7.867;765.6842;-5.989;13.4709;1.7593;7.8401;1.8511;7935.8824;2.0612;7.0779;6.1705;11.978;18.0759;;;;0.0318;;;11.978;11.978;38.7896;291.4018;7.0779;87.5068;191.6476;0.2477;;;;4.1179;39.817;26.4135;768.9497;17.804;6.2062;175.5524;;
HEXAB SS Equity;30/06/2004;3.6163;1.01E-05;3.8;;;;1.1868;;405.4128;212.3643;166.312;310.9074;174.0601;207.3495;9.1668;825.2305;-8.9632;32.0838;3.8879;26.5617;17.5985;9495.8492;1.909;8.9632;4.4663;18.145;25.1407;;;;0.0144;;;18.145;18.145;37.6752;287.9904;8.9632;100.1801;232.3872;0.2811;;250.0136;246.085;3.9905;38.786;28.9288;801.7891;21.304;6.775;193.0485;;
HEXAB SS Equity;30/09/2004;3.641;1.12E-05;4.4;;;;1.2581;;413.8519;196.2038;171.2224;333.7123;174.649;207.3495;9.3957;847.9322;-4.4769;36.8089;4.341;7.3159;2.839;8110.4366;2.1093;11.4652;4.9955;18.672;25.4419;;;;0.0184;;;18.672;18.672;39.356;306.2991;11.4652;100.9206;218.3855;0.2607;;264.9581;260.8682;3.7263;40.4641;37.2621;845.1929;19.578;6.2871;217.6481;;
HEXAB SS Equity;31/12/2004;4.0235;3.04E-06;4.75;;;;0.4365;;399.2199;196.9485;170.2229;302.7418;176.1003;622.3905;8.6498;820.3969;-6.8809;26.282;3.163;28.8553;21.9744;11040.6589;2.027;17.8681;5.0798;19.4218;26.1917;;;0.1432;0.0861;;;19.4218;19.4218;36.9019;285.1095;17.8681;93.1513;263.0272;0.3204;;276.7925;271.6913;3.2462;37.9562;45.2635;904.8322;26.651;6.7047;202.2714;;
HEXAB SS Equity;31/03/2005;3.8513;2.85E-06;4;;;;;;428.4595;203.5346;181.9261;318.1252;178.8704;208.813;9.2764;855.3912;-9.0329;24.1186;2.8196;-5.2876;-14.3205;12906.9314;2.1051;11.897;5.1607;20.0487;27.0988;;;0.085;0.0573;;;20.0487;20.0487;37.1906;303.283;11.897;100.1849;246.863;0.2859;;;;3.1746;38.2751;50.1191;960.2861;31.156;7.6403;224.9249;;
HEXAB SS Equity;30/06/2005;4.2836;7.37E-06;3.667;;;;1.3666;;557.241;218.4097;184.2303;443.8034;188.2514;215.5666;10.7935;1002.8433;-11.5088;143.1726;14.2767;23.7776;12.2688;17229.2049;2.5514;15.7431;5.5612;25.2976;32.572;;;0.0482;0.0735;;;25.2976;25.2976;44.2545;311.4243;15.7431;107.1943;272.1936;0.2645;;299.3609;294.5991;4.2325;45.3308;56.9486;1000.4955;39.913;7.9602;338.8313;;
HEXAB SS Equity;30/09/2005;5.6372;2.00E-05;4;;;;1.6282;;468.7453;164.2648;139.3567;329.7106;172.8538;216.1441;10.7363;897.3369;-8.8618;143.9733;16.0445;15.1612;6.2994;20827.7098;2.8536;50.3949;8.7631;18.5778;26.5855;;;0.0757;0.2337;;;18.5778;18.5778;36.7432;196.4736;50.3949;82.3471;173.3927;0.1943;;356.6587;351.9347;3.0757;37.9397;96.6755;953.8799;48.25;8.099;304.4804;;
HEXAB SS Equity;30/12/2005;3.4676;6.70E-06;5;;;;;;;;;;;;;;;;;;;31600.6787;;;2.8934;;;;;;;;;;;;;;;;;;;;;;;;59.87;;;;
HEXAB SS Equity;31/12/2005;;;;;;;2.1792;;558.2085;305.3085;216.8626;938.0368;232.0642;261.269;11.481;1981.741;-7.282;46.668;2.3173;47.5966;40.3146;;1.8283;-11.82;;-25.9618;-10.8702;;;0.0475;-0.177;;;-25.9618;-25.9618;47.334;902.8498;-11.82;162.7532;344.5741;0.1751;;574.2605;569.3705;12.9075;47.9133;66.0482;1038.3469;;7.8728;252.9;;
HEXAB SS Equity;31/03/2006;3.009;0.00032611;4.167;;;;2.4515;;596.466;296.1652;223.1048;949.998;231.6939;239.2367;11.3461;1987.4776;-16.6844;46.869;2.3582;-14.2245;-30.909;23067.0262;2.014;27.9143;3.1584;32.5133;50.9089;;0;0.0292;0.1166;;;32.5133;32.5133;47.7992;914.4751;27.9143;157.5731;356.6832;0.1779;;591.4822;586.4984;9.833;48.3701;81.9288;1147.752;72.832;7.9381;300.3007;;
HEXAB SS Equity;30/06/2006;4.6512;0.000725549;3.857;;;;2.9367;;630.6885;306.8214;234.296;718.6309;242.3303;300.7875;2.0628;2053.9446;-22.6946;55.4797;2.7011;33.0201;10.3255;22892.276;2.0556;35.1713;3.6925;52.0578;64.1042;;0;0.0374;0.1194;;;52.0578;52.0578;34.9878;665.214;35.1713;179.2506;363.2215;0.1785;;888.1101;883.333;5.4499;35.0883;101.1551;1237.8691;72.281;9.1369;323.867;;
HEXAB SS Equity;29/09/2006;3.7288;0.000397183;4.429;;;;;;;;;;;;;;;;;;;22234.6778;;;2.0221;;;;;;;;;;;;;;;;;;;;;;;;69.798;;;;
HEXAB SS Equity;30/09/2006;;;;;;;3.0042;;652.1271;301.0812;259.6233;709.4144;228.7183;302.5256;3.2305;2061.2645;-23.9439;50.5032;2.4501;43.9874;20.0435;;2.166;29.1444;;44.0957;59.8055;;0;0.0565;0.0965;;;44.0957;44.0957;34.4165;662.1416;29.1444;173.0463;346.2654;0.167;;913.581;908.843;4.3511;34.5732;79.7873;1410.7889;;9.2102;351.046;;
HEXAB SS Equity;29/12/2006;4.6935;0.000200143;4;;;;;;;;;;;;;;;;;;;25854.6015;;;5.3111;;;;;;;;;;;;;;;;;;;;;;;;80.695;;;;
HEXAB SS Equity;31/12/2006;;;;;;;3.1363;;649.3351;356.1871;256.0337;630.2794;232.768;302.5256;43.4293;2054.9169;-14.7846;53.2896;2.5771;58.591;43.8063;;1.823;45.5586;;64.2858;81.4798;;;0.0645;0.1424;;;64.2858;64.2858;30.6718;620.4192;45.5586;178.4813;389.9859;0.192;;953.7837;948.7981;2.568;32.7852;137.6012;1455.8917;;9.7874;293.148;;
HEXAB SS Equity;30/03/2007;5.8893;0.000196474;3.6;;;;;;;;;;;;;;;;;;;25059.0753;;;6.1534;;;;;;;;;;;;;;;;;;;;;;;;78.212;;;;
HEXAB SS Equity;31/03/2007;;;;;;;3.2509;;628.0541;314.134;228.111;603.0175;212.9178;302.5256;16.1561;2015.0157;;33.5961;1.6673;21.8792;;;1.9993;47.4593;;49.5274;67.7056;;0;;0.1562;;;49.5274;49.5274;29.9262;585.5775;47.4593;185.6344;380.8714;0.1858;;987.4465;983.4877;2.3019;30.728;157.2051;1480.0945;;10.1909;313.92;;
HEXAB SS Equity;29/06/2007;4.8153;3.04E-05;4.167;;;;;;;;;;;;;;;;;;;34092.3171;;;4.8766;;;;;;;;;;;;;;;;;;;;;;;;109.662;;;;
HEXAB SS Equity;30/06/2007;;;;;;;;;677.7455;345.2992;237.5079;647.0714;216.2305;302.7247;17.3892;2074.0631;-18.0445;84.1376;4.0567;70.5573;52.5128;;1.9628;54.998;;64.9387;80.6061;;;;0.1818;;;64.9387;64.9387;31.1983;580.3229;54.998;198.0853;379.9075;0.1831;;;;2.3093;32.0367;177.1654;1496.8848;;10.9425;332.4463;;
HEXAB SS Equity;28/09/2007;4.4998;8.07E-05;3.429;;;;;;;;;;;;;;;;;;;33642.0412;;;5.4038;;;;;;;;;;;;;;;;;;;;;;;;108.214;;;;
HEXAB SS Equity;30/09/2007;;;;;;;;;712.5741;392.5519;265.7609;697.5679;234.0088;302.7247;20.3344;2225.4755;;82.9687;3.7281;57.6368;;;1.8152;46.8434;;60.4431;76.8491;;;;0.1552;;;60.4431;60.4431;31.3447;634.9336;46.8434;238.0321;372.1569;0.1685;;;;2.3378;32.2584;194.9157;1522.8401;;11.3468;320.0222;;
HEXAB SS Equity;31/12/2007;4.521;0.000278053;3.833;;;;3.5006;;841.6803;402.0867;273.9911;1037.1611;241.252;302.7247;18.0118;2642.4353;;170.7941;3.332;68.7586;;34887.8633;2.0933;45.9467;5.4288;61.4416;76.9364;;;;0.15;;;61.4416;61.4416;39.2502;884.3788;45.9467;228.008;443.7565;0.1654;;1064.3907;1059.7288;3.5631;39.9318;195.2432;1576.9727;112.145;10.886;439.5936;;
HEXAB SS Equity;31/03/2008;5.3167;0.001246701;3.714;;;;3.5474;;791.4881;392.174;292.7451;1035.8509;241.9117;302.7247;19.8218;2642.4854;;86.6406;3.2788;19.1487;;32107.3507;2.0182;50.6377;6.1427;68.4035;87.3394;;;;0.1669;;;68.4035;68.4035;39.1999;969.0321;50.6377;225.5;428.3993;0.1624;;1078.7982;1073.896;3.3086;39.95;198.4321;1624.757;100.145;10.5998;399.3141;;
HEXAB SS Equity;30/06/2008;5.7912;0.001688048;3.875;;;;3.1961;;726.3234;340.9187;282.8339;960.56;167.9293;302.9184;9.2767;2402.9813;;79.0628;3.2902;53.4407;;29188.5007;2.1305;60.1742;6.6192;78.3441;96.407;;;;0.1986;;;78.3441;78.3441;39.9737;890.7739;60.1742;221.4812;417.265;0.1713;;973.1046;968.15;2.9206;40.3597;203.6833;1661.9484;96.419;10.3435;385.4047;;
HEXAB SS Equity;30/09/2008;5.3214;0.003317021;4.111;;;;3.4984;;750.0023;334.6212;308.7943;975.167;174.2285;302.9184;6.6617;2504.3806;;66.5143;2.6559;31.7621;;20644.1649;2.2413;43.7916;9.481;57.2985;73.7599;;;;0.1443;;;57.2985;57.2985;38.9385;915.3144;43.7916;222.91;323.9526;0.1256;;1064.9459;1059.7191;3.0539;39.2045;200.5088;1612.278;68.151;8.9473;415.3812;;
